observed_ts,event_ts,route_id,stop_id,stop_name,headway_sec,label,incident_id,incident_title,incident_note,precipitation_mm,weather_severity,service_alert_active,service_alert_severity
2026-02-05T13:15:00+00:00,2026-02-05T13:17:27+00:00,7,705N,74 St - Broadway,291.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:20:00+00:00,2026-02-05T13:22:35+00:00,A,A15N,125 St,299.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:20:00+00:00,2026-02-05T13:22:17+00:00,A,A27N,59 St - Columbus Circle,263.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:20:00+00:00,2026-02-05T13:23:10+00:00,F,F20N,Bergen St,370.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:20:00+00:00,2026-02-05T13:22:46+00:00,F,F09N,Jay St - MetroTech,322.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:20:00+00:00,2026-02-05T13:30:50+00:00,7,726N,Queensboro Plaza,610.0,1,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:20:00+00:00,2026-02-05T13:22:35+00:00,7,705N,74 St - Broadway,299.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:25:00+00:00,2026-02-05T13:27:43+00:00,A,A15N,125 St,307.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:25:00+00:00,2026-02-05T13:27:25+00:00,A,A27N,59 St - Columbus Circle,271.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:25:00+00:00,2026-02-05T13:28:18+00:00,F,F20N,Bergen St,378.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:25:00+00:00,2026-02-05T13:27:54+00:00,F,F09N,Jay St - MetroTech,330.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:25:00+00:00,2026-02-05T13:36:35+00:00,7,726N,Queensboro Plaza,655.0,1,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:25:00+00:00,2026-02-05T13:27:43+00:00,7,705N,74 St - Broadway,307.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:30:00+00:00,2026-02-05T13:32:03+00:00,A,A15N,125 St,267.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:30:00+00:00,2026-02-05T13:31:45+00:00,A,A27N,59 St - Columbus Circle,231.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:30:00+00:00,2026-02-05T13:32:38+00:00,F,F20N,Bergen St,338.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:30:00+00:00,2026-02-05T13:32:14+00:00,F,F09N,Jay St - MetroTech,290.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:30:00+00:00,2026-02-05T13:40:30+00:00,7,726N,Queensboro Plaza,590.0,1,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:30:00+00:00,2026-02-05T13:32:03+00:00,7,705N,74 St - Broadway,267.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:35:00+00:00,2026-02-05T13:37:11+00:00,A,A15N,125 St,275.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:35:00+00:00,2026-02-05T13:36:53+00:00,A,A27N,59 St - Columbus Circle,239.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:35:00+00:00,2026-02-05T13:37:46+00:00,F,F20N,Bergen St,346.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:35:00+00:00,2026-02-05T13:37:22+00:00,F,F09N,Jay St - MetroTech,298.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:35:00+00:00,2026-02-05T13:43:30+00:00,7,726N,Queensboro Plaza,470.0,1,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:35:00+00:00,2026-02-05T13:37:11+00:00,7,705N,74 St - Broadway,275.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:40:00+00:00,2026-02-05T13:42:19+00:00,A,A15N,125 St,283.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:40:00+00:00,2026-02-05T13:42:01+00:00,A,A27N,59 St - Columbus Circle,247.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:40:00+00:00,2026-02-05T13:42:54+00:00,F,F20N,Bergen St,354.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:40:00+00:00,2026-02-05T13:42:30+00:00,F,F09N,Jay St - MetroTech,306.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:40:00+00:00,2026-02-05T13:46:40+00:00,7,726N,Queensboro Plaza,360.0,0,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:40:00+00:00,2026-02-05T13:42:19+00:00,7,705N,74 St - Broadway,283.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:45:00+00:00,2026-02-05T13:47:27+00:00,A,A15N,125 St,291.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:45:00+00:00,2026-02-05T13:47:09+00:00,A,A27N,59 St - Columbus Circle,255.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:45:00+00:00,2026-02-05T13:48:02+00:00,F,F20N,Bergen St,362.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:45:00+00:00,2026-02-05T13:47:38+00:00,F,F09N,Jay St - MetroTech,314.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:45:00+00:00,2026-02-05T13:50:40+00:00,7,726N,Queensboro Plaza,300.0,0,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:45:00+00:00,2026-02-05T13:47:27+00:00,7,705N,74 St - Broadway,291.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:50:00+00:00,2026-02-05T13:52:35+00:00,A,A15N,125 St,299.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:50:00+00:00,2026-02-05T13:52:17+00:00,A,A27N,59 St - Columbus Circle,263.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:50:00+00:00,2026-02-05T13:53:10+00:00,F,F20N,Bergen St,370.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:50:00+00:00,2026-02-05T13:52:46+00:00,F,F09N,Jay St - MetroTech,322.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:50:00+00:00,2026-02-05T13:55:10+00:00,7,726N,Queensboro Plaza,270.0,0,queens-rain-cascade,Rain-impacted dwell times cascade on the Queens corridor,Representative replay scenario where wet weather and slower boarding inflate headways on the 7 line.,6.2,1.0,0.0,0.0
2026-02-05T13:50:00+00:00,2026-02-05T13:52:35+00:00,7,705N,74 St - Broadway,299.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:55:00+00:00,2026-02-05T13:57:43+00:00,A,A15N,125 St,307.2,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:55:00+00:00,2026-02-05T13:57:25+00:00,A,A27N,59 St - Columbus Circle,271.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:55:00+00:00,2026-02-05T13:58:18+00:00,F,F20N,Bergen St,378.0,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:55:00+00:00,2026-02-05T13:57:54+00:00,F,F09N,Jay St - MetroTech,330.8,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:55:00+00:00,2026-02-05T13:57:31+00:00,7,726N,Queensboro Plaza,283.6,0,,,,0.0,0.0,0.0,0.0
2026-02-05T13:55:00+00:00,2026-02-05T13:57:43+00:00,7,705N,74 St - Broadway,307.2,0,,,,0.0,0.0,0.0,0.0
